Method,Modality,Type,Subject,Volume,Dice,IoU,n_comp_2d,max_comp_slice,n_slices_multi,n_slices_fg,frac_slices_multi
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-ax_run-01_T2w,0.7666864991188049,0.6216477155685425,26,6,7,13,0.5384615384615384
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-ax_run-04_T2w,0.4944140911102295,0.328386515378952,44,9,9,12,0.75
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-ax_run-07_T2w,0.13684304058551788,0.0734468623995781,33,7,6,8,0.75
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-cor_run-02_T2w,0.7995854616165161,0.6660910844802856,42,6,10,20,0.5
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-cor_run-05_T2w,0.743387758731842,0.591580867767334,62,11,12,20,0.6
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-cor_run-08_T2w,0.26689377427101135,0.15399736166000366,44,8,11,16,0.6875
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-sag_run-03_T2w,0.7607738375663757,0.6139103770256042,31,5,6,16,0.375
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-sag_run-06_T2w,0.7159572243690491,0.5575805306434631,41,7,8,17,0.47058823529411764
AttUNet_checkpoint-70,lowfield,lowfield,sub-001,sub-001_ses-01_acq-sag_run-09_T2w,0.4244769215583801,0.26941967010498047,44,11,10,14,0.7142857142857143
AttUNet_checkpoint-70,lowfield,lowfield,sub-002,sub-002_ses-01_acq-ax_run-01_T2w,0.7468982338905334,0.5960395932197571,33,5,9,14,0.6428571428571429
AttUNet_checkpoint-70,lowfield,lowfield,sub-002,sub-002_ses-01_acq-ax_run-04_T2w,0.6168977618217468,0.44602471590042114,35,8,6,12,0.5
AttUNet_checkpoint-70,lowfield,lowfield,sub-002,sub-002_ses-01_acq-ax_run-07_T2w,0.24256768822669983,0.13802391290664673,41,8,7,8,0.875
