Method,Modality,Type,Subject,Volume,Dice,IoU,n_comp_2d,max_comp_slice,n_slices_multi,n_slices_fg,frac_slices_multi
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-2_echo-3_T2w,0.05187074840068817,0.026625927537679672,20,13,4,4,1.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-2_echo-4_T2w,0.035542625933885574,0.018092846497893333,32,6,8,12,0.6666666666666666
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-2_echo-5_T2w,0.0,0.0,26,6,6,8,0.75
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-2_echo-6_T2w,0.0,0.0,10,3,3,5,0.6
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-1_T2w,0.9663476943969727,0.934886634349823,26,2,1,25,0.04
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-2_T2w,0.9648292064666748,0.9320483207702637,26,2,1,25,0.04
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-3_T2w,0.9633660316467285,0.9293212890625,27,2,1,26,0.038461538461538464
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-4_T2w,0.9596655964851379,0.9224587678909302,26,1,0,26,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-5_T2w,0.9124113321304321,0.8389304876327515,36,5,6,24,0.25
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-3_echo-6_T2w,0.8086109757423401,0.678712785243988,63,7,19,25,0.76
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-1_T2w,0.9593504071235657,0.9218764901161194,37,5,9,24,0.375
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-2_T2w,0.9436254501342773,0.893267810344696,39,5,6,26,0.23076923076923078
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-3_T2w,0.9343902468681335,0.8768596649169922,36,4,6,25,0.24
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-4_T2w,0.9200727939605713,0.8519766330718994,48,7,10,20,0.5
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-5_T2w,0.8095380663871765,0.6800201535224915,57,8,14,18,0.7777777777777778
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-4_echo-6_T2w,0.7054249048233032,0.5449084639549255,86,13,15,16,0.9375
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-1_T2w,0.9445047974586487,0.894845187664032,44,6,7,28,0.25
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-2_T2w,0.9315047860145569,0.8717913031578064,38,4,8,27,0.2962962962962963
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-3_T2w,0.9096758365631104,0.8343169093132019,64,9,11,27,0.4074074074074074
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-4_T2w,0.8629567623138428,0.758948028087616,61,11,12,22,0.5454545454545454
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-5_T2w,0.7839701175689697,0.6446964740753174,65,8,15,21,0.7142857142857143
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-5_echo-6_T2w,0.7130849361419678,0.5541040897369385,63,6,16,19,0.8421052631578947
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-1_T2w,0.9640287756919861,0.9305555820465088,22,1,0,22,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-2_T2w,0.9586383700370789,0.9205624461174011,23,2,1,22,0.045454545454545456
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv021_ses-01_acq-haste_run-6_echo-3_T2w,0.9505006074905396,0.9056704640388489,30,3,5,23,0.21739130434782608
