Method,Modality,Type,Subject,Volume,Dice,IoU,n_comp_2d,max_comp_slice,n_slices_multi,n_slices_fg,frac_slices_multi
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv256_ses-01_acq-haste_run-7_T2w,0.9748162031173706,0.9508696794509888,30,2,1,29,0.034482758620689655
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv256_ses-01_acq-haste_run-8_T2w,0.9752829074859619,0.9517582058906555,26,3,2,23,0.08695652173913043
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv256_ses-01_acq-haste_run-9_T2w,0.9598179459571838,0.9227402806282043,8,1,0,8,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-1_T2w,0.9776685237884521,0.9563127160072327,24,1,0,24,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-2_T2w,0.9521266222000122,0.9086275100708008,21,1,0,21,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-3_T2w,0.9635733366012573,0.9297072291374207,35,14,1,22,0.045454545454545456
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-4_T2w,0.9739542603492737,0.9492309093475342,22,2,3,19,0.15789473684210525
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-5_T2w,0.9778319597244263,0.9566254019737244,25,1,0,25,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv258_ses-01_acq-haste_run-7_T2w,0.9722362160682678,0.9459725022315979,21,2,2,19,0.10526315789473684
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-1_T2w,0.9634344577789307,0.929448664188385,20,1,0,20,0.0
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-2_T2w,0.9335376024246216,0.8753591775894165,18,2,2,16,0.125
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-3_T2w,0.906495988368988,0.8289827704429626,30,10,4,17,0.23529411764705882
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-4_T2w,0.9230806827545166,0.8571493625640869,25,5,2,18,0.1111111111111111
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-5_T2w,0.9700168967247009,0.941779375076294,25,3,1,23,0.043478260869565216
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-6_T2w,0.9331821799278259,0.8747344017028809,24,3,3,20,0.15
AttUNet_checkpoint-48,otherscanners,ses-01,anat,sub-chuv266_ses-01_acq-haste_run-7_T2w,0.9683747291564941,0.9386883974075317,23,2,2,21,0.09523809523809523
